customer_id,total_spent,total_orders,avg_basket,days_since_last,area,cluster,segment_label
16082651,1594.1,2,797.05,117,Junagadh,3,💤 At-Risk Customers
16230299,296.94,1,296.94,375,Pune,1,🆕 New Customers
16256136,3044.01,2,1522.005,231,Aurangabad,2,💛 Loyal Customers
16341776,728.73,1,728.73,533,Sikar,1,🆕 New Customers
16359370,1813.08,1,1813.08,324,South Dumdum,2,💛 Loyal Customers
16376189,489.09000000000003,1,489.09000000000003,517,Chapra,1,🆕 New Customers
16379942,3365.58,4,841.395,196,Orai,0,👑 Champions
16400639,1256.23,2,628.115,14,Pallavaram,3,💤 At-Risk Customers
16410155,4529.08,3,1509.6933333333334,74,Bidhannagar,0,👑 Champions
16420489,4407.54,5,881.508,237,Nandyal,0,👑 Champions
16424635,3090.7300000000005,3,1030.2433333333336,210,Mirzapur,0,👑 Champions
16436359,1643.5600000000002,2,821.7800000000001,102,Kota,3,💤 At-Risk Customers
16448993,2186.19,1,2186.19,429,Korba,2,💛 Loyal Customers
16484167,84.2,1,84.2,577,Guwahati,1,🆕 New Customers
16485871,127.16,1,127.16,330,Salem,1,🆕 New Customers
16543242,5515.87,5,1103.174,24,Darbhanga,0,👑 Champions
16561710,5342.15,4,1335.5375,155,Baranagar,0,👑 Champions
16617201,1323.6,1,1323.6,178,Hosur,2,💛 Loyal Customers
16640907,139.85999999999999,1,139.85999999999999,573,Bhagalpur,1,🆕 New Customers
16780752,386.92,1,386.92,418,Begusarai,1,🆕 New Customers
16785724,1959.8,3,653.2666666666667,317,Vellore,3,💤 At-Risk Customers
17106161,281.73,1,281.73,587,Shimoga,1,🆕 New Customers
17132416,2414.6,2,1207.3,474,Solapur,1,🆕 New Customers
17159117,2687.85,2,1343.925,354,Karawal Nagar,2,💛 Loyal Customers
17201639,652.5,1,652.5,406,Korba,1,🆕 New Customers
17287733,2135.91,2,1067.955,182,Morbi,3,💤 At-Risk Customers
17341194,2090.96,2,1045.48,256,Burhanpur,3,💤 At-Risk Customers
17390673,1478.1599999999999,2,739.0799999999999,35,Korba,3,💤 At-Risk Customers
17392512,2731.32,1,2731.32,35,Secunderabad,2,💛 Loyal Customers
17521263,864.3,1,864.3,322,Serampore,1,🆕 New Customers
17597449,3516.45,5,703.29,123,Guna,0,👑 Champions
17675915,326.06,1,326.06,279,Varanasi,1,🆕 New Customers
17681645,2827.11,1,2827.11,169,Bhagalpur,2,💛 Loyal Customers
17696094,354.52,1,354.52,531,Kirari Suleman Nagar,1,🆕 New Customers
17749347,3260.06,2,1630.03,16,Panchkula,2,💛 Loyal Customers
17805991,7604.13,8,950.51625,46,Dhule,0,👑 Champions
17843667,101.28,1,101.28,30,Bhubaneswar,3,💤 At-Risk Customers
17929886,1284.35,2,642.175,81,Salem,3,💤 At-Risk Customers
17939362,633.75,1,633.75,411,Noida,1,🆕 New Customers
18035010,1698.5,2,849.25,78,Burhanpur,3,💤 At-Risk Customers
18082040,4260.79,3,1420.2633333333333,159,Kochi,0,👑 Champions
18113428,3572.7,4,893.175,328,Rajkot,0,👑 Champions
18140588,1452.27,2,726.135,304,Jalna,1,🆕 New Customers
18170800,1774.96,1,1774.96,531,Mathura,2,💛 Loyal Customers
18199057,660.24,2,330.12,11,Ratlam,3,💤 At-Risk Customers
18229949,688.14,1,688.14,113,Danapur,3,💤 At-Risk Customers
18256339,2807.34,3,935.7800000000001,70,Mumbai,3,💤 At-Risk Customers
18259715,3521.5,4,880.375,68,Pudukkottai,0,👑 Champions
18326028,537.24,1,537.24,131,Ratlam,3,💤 At-Risk Customers
18394558,2757.94,2,1378.97,95,Bareilly,2,💛 Loyal Customers
18465047,8239.17,4,2059.7925,27,Ghaziabad,0,👑 Champions
18567760,2590.7200000000003,3,863.5733333333334,73,Fatehpur,3,💤 At-Risk Customers
18642306,4872.8,3,1624.2666666666667,29,Tinsukia,0,👑 Champions
18791381,6209.4,4,1552.35,14,Jamalpur,0,👑 Champions
18889370,1258.5500000000002,2,629.2750000000001,398,Sri Ganganagar,1,🆕 New Customers
18935489,3037.88,3,1012.6266666666667,326,Tezpur,2,💛 Loyal Customers
18940384,13.25,1,13.25,161,Sonipat,3,💤 At-Risk Customers
18986315,46.62,1,46.62,129,Bidhannagar,3,💤 At-Risk Customers
19067680,4374.07,3,1458.0233333333333,282,North Dumdum,0,👑 Champions
19080489,2242.87,2,1121.435,208,Jalandhar,3,💤 At-Risk Customers
19091057,1595.8400000000001,3,531.9466666666667,203,Kozhikode,3,💤 At-Risk Customers
19145354,1783.2,1,1783.2,131,Rohtak,2,💛 Loyal Customers
19179897,122.10000000000001,1,122.10000000000001,85,Orai,3,💤 At-Risk Customers
19180962,3783.09,5,756.618,56,Kalyan-Dombivli,0,👑 Champions
19182548,3429.38,3,1143.1266666666668,190,Bijapur,0,👑 Champions
19216141,2796.19,4,699.0475,88,Giridih,0,👑 Champions
19259955,2790.94,4,697.735,289,Nagpur,0,👑 Champions
19275474,1575.31,2,787.655,458,Lucknow,1,🆕 New Customers
19375332,2214.56,2,1107.28,36,Jodhpur,3,💤 At-Risk Customers
19393135,160.07,1,160.07,146,Bidhannagar,3,💤 At-Risk Customers
19400174,831.1,1,831.1,491,Saharanpur,1,🆕 New Customers
19425804,2358.12,2,1179.06,150,Jodhpur,3,💤 At-Risk Customers
19482392,6164.050000000001,4,1541.0125000000003,38,Muzaffarnagar,0,👑 Champions
19523014,1769.2,3,589.7333333333333,11,Ongole,3,💤 At-Risk Customers
19523856,695.82,1,695.82,82,Thoothukudi,3,💤 At-Risk Customers
19556566,765.6600000000001,2,382.83000000000004,157,Tiruvottiyur,3,💤 At-Risk Customers
19581959,1029.79,2,514.895,343,Ghaziabad,1,🆕 New Customers
19682060,1469.17,3,489.72333333333336,354,Jehanabad,1,🆕 New Customers
19705695,715.72,1,715.72,35,Patiala,3,💤 At-Risk Customers
19741509,3426.57,4,856.6425,89,Vellore,0,👑 Champions
19771128,890.96,1,890.96,502,Vijayawada,1,🆕 New Customers
20122449,1571.34,1,1571.34,116,Cuttack,2,💛 Loyal Customers
20148223,7858.639999999999,6,1309.7733333333333,138,Kamarhati,0,👑 Champions
20163931,4671.12,6,778.52,56,Kumbakonam,0,👑 Champions
20209237,2723.0800000000004,2,1361.5400000000002,346,Shimoga,2,💛 Loyal Customers
20238921,1972.39,4,493.0975,310,Thiruvananthapuram,3,💤 At-Risk Customers
20298398,8644.119999999999,5,1728.8239999999998,87,Ahmednagar,0,👑 Champions
20310720,3652.32,2,1826.16,148,Bhubaneswar,2,💛 Loyal Customers
20314691,483.05,1,483.05,80,Salem,3,💤 At-Risk Customers
20343501,622.81,1,622.81,171,Sasaram,3,💤 At-Risk Customers
20360447,439.24,1,439.24,458,Akola,1,🆕 New Customers
20469626,1061.7,1,1061.7,205,Guntakal,3,💤 At-Risk Customers
20496835,1192.3600000000001,2,596.1800000000001,317,Alwar,1,🆕 New Customers
20517871,2731.32,1,2731.32,575,Imphal,2,💛 Loyal Customers
20625627,1273.54,2,636.77,514,Amritsar,1,🆕 New Customers
20634789,3244.6800000000003,3,1081.5600000000002,254,Chinsurah,0,👑 Champions
20689141,851.5,2,425.75,448,Korba,1,🆕 New Customers
20834589,5230.87,3,1743.6233333333332,7,Giridih,0,👑 Champions
20835909,671.68,1,671.68,367,Tinsukia,1,🆕 New Customers
20940403,2565.5299999999997,3,855.1766666666666,284,Dhule,3,💤 At-Risk Customers
20951294,22.04,1,22.04,411,Anantapur,1,🆕 New Customers
20956158,7396.76,6,1232.7933333333333,214,Kavali,0,👑 Champions
21201299,3238.76,4,809.69,173,Unnao,0,👑 Champions
21270783,1249.9499999999998,1,1249.9499999999998,105,Bhavnagar,3,💤 At-Risk Customers
21282544,4712.64,3,1570.88,378,Jaunpur,2,💛 Loyal Customers
21409946,2110.87,3,703.6233333333333,30,Bhilwara,3,💤 At-Risk Customers
21425168,2670.9300000000003,3,890.3100000000001,429,Aligarh,1,🆕 New Customers
21432404,339.76,1,339.76,417,Kalyan-Dombivli,1,🆕 New Customers
21456226,864.3,1,864.3,558,Adoni,1,🆕 New Customers
21461764,1871.9399999999998,4,467.98499999999996,128,Singrauli,3,💤 At-Risk Customers
21481338,3294.48,2,1647.24,22,Tirunelveli,2,💛 Loyal Customers
21573815,4078.75,5,815.75,117,Allahabad,0,👑 Champions
21577948,1867.1,3,622.3666666666667,511,Ahmednagar,1,🆕 New Customers
21597477,4704.63,4,1176.1575,151,Bhopal,0,👑 Champions
21658322,2932.52,5,586.504,268,Maheshtala,0,👑 Champions
21677923,1881.23,3,627.0766666666667,152,Kakinada,3,💤 At-Risk Customers
21697638,1415.02,4,353.755,331,Sirsa,3,💤 At-Risk Customers
21701991,7437.17,7,1062.452857142857,61,Allahabad,0,👑 Champions
21779155,1597.71,1,1597.71,561,Guntur,1,🆕 New Customers
21784094,906.54,1,906.54,293,Bareilly,1,🆕 New Customers
21786873,1357.8,2,678.9,124,Lucknow,3,💤 At-Risk Customers
21809858,1998.95,2,999.475,6,Bihar Sharif,3,💤 At-Risk Customers
21866852,598.51,2,299.255,208,Guwahati,3,💤 At-Risk Customers
21948041,2712.16,3,904.0533333333333,108,Bhavnagar,3,💤 At-Risk Customers
22020776,422.5,1,422.5,39,Bhiwandi,3,💤 At-Risk Customers
22036818,2245.24,2,1122.62,385,Hindupur,1,🆕 New Customers
22047134,2856.05,3,952.0166666666668,53,Warangal,3,💤 At-Risk Customers
22054087,3786.97,3,1262.3233333333333,239,Miryalaguda,0,👑 Champions
22076522,1954.45,4,488.6125,48,Hindupur,3,💤 At-Risk Customers
22077605,3732.18,2,1866.09,242,Aligarh,2,💛 Loyal Customers
22081691,3263.34,3,1087.78,154,Satara,0,👑 Champions
22112867,1501.3200000000002,3,500.44000000000005,276,Bangalore,3,💤 At-Risk Customers
22133362,3364.1099999999997,2,1682.0549999999998,85,Anantapuram,2,💛 Loyal Customers
22161071,941.19,1,941.19,424,Jalna,1,🆕 New Customers
22210238,5683.200000000001,6,947.2000000000002,171,Muzaffarnagar,0,👑 Champions
22227829,1582.6599999999999,2,791.3299999999999,212,Bhiwani,3,💤 At-Risk Customers
22293666,2091.6000000000004,2,1045.8000000000002,109,Saharsa,3,💤 At-Risk Customers
22321208,5382.18,4,1345.545,439,Ballia,0,👑 Champions
22358567,3939.54,2,1969.77,14,Faridabad,2,💛 Loyal Customers
22483684,2959.7400000000002,3,986.58,13,Kirari Suleman Nagar,0,👑 Champions
22524981,791.0999999999999,1,791.0999999999999,320,South Dumdum,1,🆕 New Customers
22571994,1892.52,1,1892.52,599,Bihar Sharif,2,💛 Loyal Customers
22613559,118.94999999999999,1,118.94999999999999,469,Berhampur,1,🆕 New Customers
22694456,5803.74,5,1160.748,25,Nashik,0,👑 Champions
22738465,1578.63,3,526.21,69,Narasaraopet,3,💤 At-Risk Customers
22800586,9237.24,4,2309.31,243,Bijapur,0,👑 Champions
22822088,979.26,1,979.26,7,Amravati,3,💤 At-Risk Customers
22846435,820.9,1,820.9,45,Tezpur,3,💤 At-Risk Customers
22851478,2325.1300000000006,2,1162.5650000000003,303,Varanasi,2,💛 Loyal Customers
22915611,3523.43,3,1174.4766666666667,526,Karaikudi,2,💛 Loyal Customers
22931642,390.03,1,390.03,453,Ambala,1,🆕 New Customers
22974816,432.0,1,432.0,409,Bhusawal,1,🆕 New Customers
23081177,3490.65,2,1745.325,205,Panchkula,2,💛 Loyal Customers
23098216,998.52,1,998.52,38,Mahbubnagar,3,💤 At-Risk Customers
23126356,683.22,3,227.74,174,Bhopal,3,💤 At-Risk Customers
23126657,1763.79,2,881.895,443,Bahraich,1,🆕 New Customers
23286884,805.44,2,402.72,241,Serampore,3,💤 At-Risk Customers
23348269,4033.4300000000003,5,806.686,150,Ahmednagar,0,👑 Champions
23380116,882.11,3,294.0366666666667,7,Jehanabad,3,💤 At-Risk Customers
23448955,282.56,1,282.56,296,Raebareli,1,🆕 New Customers
23567263,2776.95,1,2776.95,90,Chinsurah,2,💛 Loyal Customers
23676689,1335.54,3,445.18,440,Orai,1,🆕 New Customers
23755474,864.0,1,864.0,553,Jodhpur,1,🆕 New Customers
23794330,2789.2200000000003,3,929.7400000000001,146,Machilipatnam,3,💤 At-Risk Customers
23844919,2050.73,2,1025.365,95,Bhagalpur,3,💤 At-Risk Customers
23961725,1112.7,1,1112.7,327,Bhiwandi,1,🆕 New Customers
23976957,440.19,1,440.19,184,Visakhapatnam,3,💤 At-Risk Customers
23982977,2717.0,2,1358.5,138,Salem,2,💛 Loyal Customers
23984022,3266.64,2,1633.32,46,Nagaon,2,💛 Loyal Customers
23996221,1124.04,1,1124.04,456,Ramagundam,1,🆕 New Customers
24000329,836.96,1,836.96,347,Gulbarga,1,🆕 New Customers
24043135,2050.88,3,683.6266666666667,99,Bijapur,3,💤 At-Risk Customers
24104630,3661.78,2,1830.89,78,Jaipur,2,💛 Loyal Customers
24137201,4966.75,3,1655.5833333333333,116,Haridwar,0,👑 Champions
24144240,5081.389999999999,5,1016.2779999999999,104,Tezpur,0,👑 Champions
24153726,5326.97,3,1775.6566666666668,157,Orai,0,👑 Champions
24308515,6533.429999999999,3,2177.81,106,Panchkula,0,👑 Champions
24323106,2770.42,2,1385.21,205,Amaravati,2,💛 Loyal Customers
24337950,3359.6900000000005,3,1119.8966666666668,141,Haridwar,0,👑 Champions
24357425,4302.15,2,2151.075,102,Farrukhabad,2,💛 Loyal Customers
24456825,2190.21,2,1095.105,365,Indore,1,🆕 New Customers
24496983,2576.43,2,1288.215,471,Kamarhati,2,💛 Loyal Customers
24517523,2746.3500000000004,1,2746.3500000000004,128,Tirunelveli,2,💛 Loyal Customers
24621386,3036.06,4,759.015,128,Rajahmundry,0,👑 Champions
24633671,2068.9,2,1034.45,247,Karnal,3,💤 At-Risk Customers
24644542,2575.65,3,858.5500000000001,93,Tirupati,3,💤 At-Risk Customers
24745800,1571.34,1,1571.34,264,New Delhi,2,💛 Loyal Customers
24821281,3315.99,4,828.9975,136,Khora ,0,👑 Champions
24845814,1399.76,2,699.88,341,Raipur,1,🆕 New Customers
24896263,288.38,1,288.38,336,Amroha,1,🆕 New Customers
24988999,1380.16,1,1380.16,594,Raiganj,1,🆕 New Customers
25081012,946.75,2,473.375,435,Baranagar,1,🆕 New Customers
25128143,10533.39,7,1504.77,282,Mahbubnagar,0,👑 Champions
25221501,1208.54,2,604.27,21,Orai,3,💤 At-Risk Customers
25287111,1728.66,1,1728.66,199,Thane,2,💛 Loyal Customers
25294147,132.27,1,132.27,289,Amritsar,1,🆕 New Customers
25447967,1202.76,1,1202.76,303,Rajkot,1,🆕 New Customers
25526479,2776.95,1,2776.95,573,Hazaribagh,2,💛 Loyal Customers
25585013,1306.49,3,435.49666666666667,284,Vasai-Virar,3,💤 At-Risk Customers
25587553,3583.2700000000004,3,1194.4233333333334,258,Imphal,0,👑 Champions
25595836,2929.2400000000002,2,1464.6200000000001,55,Orai,2,💛 Loyal Customers
25641500,2977.4800000000005,3,992.4933333333335,114,Sultan Pur Majra,0,👑 Champions
25659794,738.74,1,738.74,316,Buxar,1,🆕 New Customers
25665997,129.14999999999998,1,129.14999999999998,117,Muzaffarnagar,3,💤 At-Risk Customers
25706121,923.45,2,461.725,486,Srinagar,1,🆕 New Customers
25713335,1294.63,2,647.315,72,Chennai,3,💤 At-Risk Customers
25722990,2791.37,4,697.8425,13,Pallavaram,0,👑 Champions
25770577,2197.63,3,732.5433333333334,222,Jaipur,3,💤 At-Risk Customers
25795941,80.25,1,80.25,417,Bhalswa Jahangir Pur,1,🆕 New Customers
25829710,4667.41,4,1166.8525,64,Faridabad,0,👑 Champions
25850478,79.3,1,79.3,6,Danapur,3,💤 At-Risk Customers
25915909,88.18,1,88.18,90,Bhimavaram,3,💤 At-Risk Customers
25977417,2247.56,2,1123.78,334,Berhampore,2,💛 Loyal Customers
26040510,3599.39,3,1199.7966666666666,345,Kadapa,2,💛 Loyal Customers
26199489,1194.35,2,597.175,507,Serampore,1,🆕 New Customers
26227445,404.07,1,404.07,193,Ghaziabad,3,💤 At-Risk Customers
26245432,2094.4,2,1047.2,304,Tirupati,1,🆕 New Customers
26250082,697.53,1,697.53,182,Arrah,3,💤 At-Risk Customers
26285589,8418.36,7,1202.6228571428571,42,Yamunanagar,0,👑 Champions
26303194,1857.3,4,464.325,16,Pali,3,💤 At-Risk Customers
26364643,394.78,1,394.78,36,Morena,3,💤 At-Risk Customers
26412689,386.92,1,386.92,48,Bahraich,3,💤 At-Risk Customers
26432512,2215.38,1,2215.38,495,Khora ,2,💛 Loyal Customers
26521850,2283.26,2,1141.63,67,Kishanganj,3,💤 At-Risk Customers
26592009,1656.6000000000001,1,1656.6000000000001,134,Adoni,2,💛 Loyal Customers
26716400,728.3000000000001,2,364.15000000000003,63,Morena,3,💤 At-Risk Customers
26752630,1222.37,3,407.45666666666665,324,Delhi,1,🆕 New Customers
26805477,836.96,1,836.96,184,Sambhal,3,💤 At-Risk Customers
26844216,4831.98,5,966.396,53,Pali,0,👑 Champions
26863280,1651.1799999999998,2,825.5899999999999,93,Rajkot,3,💤 At-Risk Customers
26903313,1159.8899999999999,2,579.9449999999999,163,Bhimavaram,3,💤 At-Risk Customers
26912171,2087.06,2,1043.53,81,Rampur,3,💤 At-Risk Customers
26935187,3263.45,2,1631.725,468,Chandrapur,2,💛 Loyal Customers
26936578,192.18,1,192.18,468,Maheshtala,1,🆕 New Customers
27049432,2674.5,2,1337.25,325,Nagaon,2,💛 Loyal Customers
27304727,2794.83,1,2794.83,363,Tiruvottiyur,2,💛 Loyal Customers
27304827,2739.86,3,913.2866666666667,141,Coimbatore,3,💤 At-Risk Customers
27336589,4294.32,3,1431.4399999999998,121,Ghaziabad,0,👑 Champions
27381533,1395.06,1,1395.06,395,Rampur,2,💛 Loyal Customers
27416314,951.43,1,951.43,563,Kanpur,1,🆕 New Customers
27504517,2552.67,3,850.89,166,Bardhaman,3,💤 At-Risk Customers
27513158,2792.26,3,930.7533333333334,307,Aizawl,3,💤 At-Risk Customers
27604184,1939.79,5,387.95799999999997,84,Nandyal,0,👑 Champions
27620326,1360.3600000000001,2,680.1800000000001,280,Tezpur,1,🆕 New Customers
27692428,295.3,2,147.65,24,Chennai,3,💤 At-Risk Customers
27694927,181.12,1,181.12,355,Nagpur,1,🆕 New Customers
27698051,2772.7799999999997,4,693.1949999999999,15,Gandhinagar,0,👑 Champions
27709218,6703.75,4,1675.9375,74,Dindigul,0,👑 Champions
27727819,1524.96,2,762.48,414,Nagercoil,1,🆕 New Customers
27746432,1061.7,1,1061.7,449,Bangalore,1,🆕 New Customers
27824078,801.84,1,801.84,130,Jalna,3,💤 At-Risk Customers
27878182,1105.18,2,552.59,10,Thoothukudi,3,💤 At-Risk Customers
27955158,509.64,1,509.64,560,Shivpuri,1,🆕 New Customers
27971619,1054.07,2,527.035,161,Mirzapur,3,💤 At-Risk Customers
28111842,715.99,2,357.995,144,Tirunelveli,3,💤 At-Risk Customers
28173165,197.39,1,197.39,565,Srikakulam,1,🆕 New Customers
28205701,2638.74,2,1319.37,98,Panvel,2,💛 Loyal Customers
28221067,2360.55,1,2360.55,207,Agra,2,💛 Loyal Customers
28277304,712.86,1,712.86,74,Haridwar,3,💤 At-Risk Customers
28280172,1232.9,1,1232.9,44,Amravati,3,💤 At-Risk Customers
28286754,1132.0900000000001,3,377.3633333333334,199,Singrauli,3,💤 At-Risk Customers
28289030,2607.66,1,2607.66,384,Dehri,2,💛 Loyal Customers
28350645,1916.35,2,958.175,181,Ratlam,3,💤 At-Risk Customers
28394354,6585.24,3,2195.08,171,Kumbakonam,0,👑 Champions
28413467,499.26,1,499.26,160,Kolhapur,3,💤 At-Risk Customers
28428852,2180.0099999999998,3,726.67,176,Mira-Bhayandar,3,💤 At-Risk Customers
28458746,757.3,2,378.65,317,Bulandshahr,1,🆕 New Customers
28499191,1236.93,2,618.465,145,Thoothukudi,3,💤 At-Risk Customers
28603182,830.71,2,415.355,132,South Dumdum,3,💤 At-Risk Customers
28663279,4817.49,5,963.4979999999999,169,Jamnagar,0,👑 Champions
28876580,2476.38,1,2476.38,90,North Dumdum,2,💛 Loyal Customers
28991365,641.86,2,320.93,19,Jamnagar,3,💤 At-Risk Customers
28995786,2508.87,3,836.29,139,Bardhaman,3,💤 At-Risk Customers
29095552,2962.39,4,740.5975,119,Amritsar,0,👑 Champions
29265216,1296.0,1,1296.0,442,Bidar,1,🆕 New Customers
29272253,4149.99,4,1037.4975,42,Kolhapur,0,👑 Champions
29324437,2818.02,4,704.505,255,Nanded,0,👑 Champions
29361038,254.32,1,254.32,235,Aurangabad,1,🆕 New Customers
29415527,963.4399999999999,3,321.14666666666665,143,Pudukkottai,3,💤 At-Risk Customers
29431960,489.09000000000003,1,489.09000000000003,445,Etawah,1,🆕 New Customers
29451600,2992.0,4,748.0,19,Amritsar,0,👑 Champions
29525287,2420.35,3,806.7833333333333,14,Bhimavaram,3,💤 At-Risk Customers
29562072,6386.57,4,1596.6425,2,Hindupur,0,👑 Champions
29562254,3935.5,4,983.875,45,Jaunpur,0,👑 Champions
29584848,8245.77,4,2061.4425,108,Dehri,0,👑 Champions
29600229,799.46,1,799.46,289,Gulbarga,1,🆕 New Customers
29653387,763.03,3,254.34333333333333,22,Malda,3,💤 At-Risk Customers
29664214,305.1,1,305.1,424,Chennai,1,🆕 New Customers
29689766,5989.3099999999995,4,1497.3274999999999,200,Tenali,0,👑 Champions
29858395,1247.25,1,1247.25,347,Hospet,1,🆕 New Customers
29902416,1523.81,3,507.93666666666667,178,Tenali,3,💤 At-Risk Customers
29941225,145.64999999999998,1,145.64999999999998,589,Chapra,1,🆕 New Customers
29973346,5906.5199999999995,5,1181.3039999999999,95,Sambhal,0,👑 Champions
30029998,490.65000000000003,1,490.65000000000003,415,Hazaribagh,1,🆕 New Customers
30042971,2721.12,2,1360.56,34,Rewa,3,💤 At-Risk Customers
30065862,5115.15,3,1705.05,40,Allahabad,0,👑 Champions
30188374,4668.719999999999,4,1167.1799999999998,164,Haldia,0,👑 Champions
30192942,790.59,3,263.53000000000003,87,Jodhpur,3,💤 At-Risk Customers
30265929,381.24,1,381.24,177,Nizamabad,3,💤 At-Risk Customers
30285217,4159.87,3,1386.6233333333332,392,Parbhani,2,💛 Loyal Customers
30317733,5136.700000000001,5,1027.3400000000001,11,Durgapur,0,👑 Champions
30367559,117.18,1,117.18,57,Aligarh,3,💤 At-Risk Customers
30373140,3040.0699999999997,3,1013.3566666666666,319,Kishanganj,2,💛 Loyal Customers
30447453,4354.75,4,1088.6875,104,Thanjavur,0,👑 Champions
30455484,1802.3600000000001,3,600.7866666666667,150,Katni,3,💤 At-Risk Customers
30468930,551.28,1,551.28,470,Gandhinagar,1,🆕 New Customers
30643619,3019.13,3,1006.3766666666667,73,Shimla,0,👑 Champions
30755306,1317.72,1,1317.72,172,Bhilwara,2,💛 Loyal Customers
30788486,259.93,2,129.965,171,Bhimavaram,3,💤 At-Risk Customers
30823988,7225.96,6,1204.3266666666666,26,Deoghar,0,👑 Champions
30891209,594.45,1,594.45,211,Gudivada,3,💤 At-Risk Customers
30979436,1985.52,2,992.76,22,Ozhukarai,3,💤 At-Risk Customers
31000129,856.87,2,428.435,104,Raichur,3,💤 At-Risk Customers
31026200,4112.29,3,1370.7633333333333,42,Kavali,0,👑 Champions
31076002,1630.52,3,543.5066666666667,67,Tinsukia,3,💤 At-Risk Customers
31084686,2196.33,2,1098.165,47,Aurangabad,3,💤 At-Risk Customers
31156674,4118.89,4,1029.7225,118,Jamnagar,0,👑 Champions
31233120,552.79,2,276.395,59,Lucknow,3,💤 At-Risk Customers
31324823,3788.4700000000003,2,1894.2350000000001,123,Fatehpur,2,💛 Loyal Customers
31328762,740.1,2,370.05,319,Durg,1,🆕 New Customers
31371112,1305.28,2,652.64,185,Darbhanga,3,💤 At-Risk Customers
31384626,831.43,1,831.43,461,Nangloi Jat,1,🆕 New Customers
31389750,2293.58,2,1146.79,364,Karaikudi,2,💛 Loyal Customers
31410886,288.38,1,288.38,222,Sasaram,1,🆕 New Customers
31456752,4166.74,5,833.348,206,Thanjavur,0,👑 Champions
31527100,309.62,1,309.62,512,Ratlam,1,🆕 New Customers
31537100,2771.7799999999997,2,1385.8899999999999,164,Kozhikode,2,💛 Loyal Customers
31576845,3790.91,3,1263.6366666666665,251,Madurai,0,👑 Champions
31582950,2406.07,3,802.0233333333334,112,Jhansi,3,💤 At-Risk Customers
31619915,1531.52,1,1531.52,321,Gandhinagar,2,💛 Loyal Customers
31622158,975.24,1,975.24,105,Kolhapur,3,💤 At-Risk Customers
31681710,2283.98,4,570.995,160,Panchkula,3,💤 At-Risk Customers
31718565,5768.219999999999,3,1922.7399999999998,185,Durgapur,0,👑 Champions
31776996,1850.1899999999998,4,462.54749999999996,203,Madanapalle,3,💤 At-Risk Customers
31831843,3816.7,2,1908.35,364,Machilipatnam,2,💛 Loyal Customers
31846190,869.8199999999999,2,434.90999999999997,127,Kolkata,3,💤 At-Risk Customers
31923338,1898.56,2,949.28,54,Yamunanagar,3,💤 At-Risk Customers
31940833,5652.22,6,942.0366666666667,251,Karawal Nagar,0,👑 Champions
31978160,215.65,1,215.65,209,Saharanpur,3,💤 At-Risk Customers
31981068,205.46999999999997,1,205.46999999999997,75,Shivpuri,3,💤 At-Risk Customers
32003512,2883.21,2,1441.605,92,Sasaram,2,💛 Loyal Customers
32006907,1112.7,1,1112.7,27,Guwahati,3,💤 At-Risk Customers
32019725,3110.45,3,1036.8166666666666,65,Panchkula,0,👑 Champions
32054313,3551.33,4,887.8325,19,Raurkela Industrial Township,0,👑 Champions
32203588,414.47,2,207.235,11,Berhampur,3,💤 At-Risk Customers
32293017,2855.2000000000003,5,571.0400000000001,101,Gudivada,0,👑 Champions
32426778,81.4,1,81.4,55,Naihati,3,💤 At-Risk Customers
32500305,1841.7,2,920.85,270,Orai,3,💤 At-Risk Customers
32527479,3245.76,4,811.44,84,Jorhat,0,👑 Champions
32540616,856.89,1,856.89,302,Nellore,1,🆕 New Customers
32564478,877.98,1,877.98,106,Kishanganj,3,💤 At-Risk Customers
32585389,874.78,2,437.39,113,Howrah,3,💤 At-Risk Customers
32595806,1405.08,1,1405.08,298,Chandigarh,2,💛 Loyal Customers
32635818,2506.29,2,1253.145,41,Loni,3,💤 At-Risk Customers
32656885,101.28,1,101.28,123,Durgapur,3,💤 At-Risk Customers
32797235,3862.67,4,965.6675,10,Guntakal,0,👑 Champions
32809328,2352.0000000000005,2,1176.0000000000002,92,Chittoor,3,💤 At-Risk Customers
32830199,4147.93,4,1036.9825,6,Aizawl,0,👑 Champions
32868927,963.26,1,963.26,102,Karimnagar,3,💤 At-Risk Customers
32929817,3303.48,2,1651.74,70,Muzaffarpur,2,💛 Loyal Customers
32987624,4953.73,4,1238.4325,54,Jabalpur,0,👑 Champions
33034249,3385.84,2,1692.92,403,Bhind,2,💛 Loyal Customers
33280073,240.75,1,240.75,444,Tadepalligudem,1,🆕 New Customers
33295496,2026.38,1,2026.38,40,Haldia,2,💛 Loyal Customers
33331259,9403.77,4,2350.9425,146,Saharsa,0,👑 Champions
33370343,1061.7,1,1061.7,463,Ratlam,1,🆕 New Customers
33472376,207.13,2,103.565,75,Bardhaman,3,💤 At-Risk Customers
33481252,4302.53,4,1075.6325,462,Noida,0,👑 Champions
33544355,1915.94,2,957.97,310,Sri Ganganagar,1,🆕 New Customers
33608451,1774.96,1,1774.96,507,Madurai,2,💛 Loyal Customers
33617546,321.28,1,321.28,57,Bhopal,3,💤 At-Risk Customers
33651554,1395.4099999999999,2,697.7049999999999,37,Saharsa,3,💤 At-Risk Customers
33658749,2358.19,2,1179.095,261,Ahmednagar,2,💛 Loyal Customers
