customer_id,total_spent,total_orders,avg_basket,last_order_date,days_since_last,cluster,segment
13461704,791.0999999999999,1,791.0999999999999,2023-11-18 13:28:26,352,1,🆕 New Customers
13462905,781.08,1,781.08,2024-07-15 04:36:53,112,3,💤 At-Risk Customers
13465850,3855.75,3,1285.25,2024-02-13 01:25:09,265,0,👑 Champions
13492411,3640.96,2,1820.48,2024-04-23 09:33:05,195,2,💛 Loyal Customers
13494314,2068.96,2,1034.48,2024-07-09 03:05:36,118,3,💤 At-Risk Customers
13567338,558.24,1,558.24,2023-10-02 17:16:55,399,1,🆕 New Customers
13581527,2018.06,3,672.6866666666666,2024-06-09 04:29:32,148,3,💤 At-Risk Customers
13585482,3711.16,3,1237.0533333333333,2024-09-28 20:06:11,37,0,👑 Champions
13604883,5514.04,7,787.72,2024-08-15 23:06:55,80,0,👑 Champions
13651980,511.96000000000004,2,255.98000000000002,2024-04-23 22:23:51,194,3,💤 At-Risk Customers
13760839,9113.99,5,1822.798,2024-06-10 02:03:34,147,0,👑 Champions
13796199,2319.92,3,773.3066666666667,2024-02-03 11:37:39,275,3,💤 At-Risk Customers
13871547,2209.77,2,1104.885,2024-03-23 02:19:57,226,3,💤 At-Risk Customers
13963450,621.38,1,621.38,2023-12-15 21:46:35,324,1,🆕 New Customers
14006996,1110.82,2,555.41,2024-03-29 18:12:05,220,3,💤 At-Risk Customers
14161586,613.3100000000001,2,306.65500000000003,2024-09-14 20:27:40,51,3,💤 At-Risk Customers
14207332,295.17,2,147.585,2024-06-13 02:17:05,144,3,💤 At-Risk Customers
14255231,1439.62,2,719.81,2024-06-16 13:41:39,141,3,💤 At-Risk Customers
14272050,1063.42,2,531.71,2023-12-17 20:04:17,323,1,🆕 New Customers
14275043,1754.86,1,1754.86,2024-04-23 12:52:28,195,2,💛 Loyal Customers
14294171,2174.52,1,2174.52,2024-10-26 08:39:43,9,2,💛 Loyal Customers
14330483,2218.16,2,1109.08,2024-08-09 13:18:02,87,3,💤 At-Risk Customers
14367270,2711.9500000000003,2,1355.9750000000001,2024-10-04 13:15:54,31,3,💤 At-Risk Customers
14428954,3269.96,3,1089.9866666666667,2024-01-16 22:18:13,292,0,👑 Champions
14458150,1235.4,2,617.7,2023-09-17 22:30:28,413,1,🆕 New Customers
14472401,9275.73,4,2318.9325,2024-06-24 19:15:35,133,0,👑 Champions
14479168,1458.8600000000001,2,729.4300000000001,2024-08-19 19:01:44,77,3,💤 At-Risk Customers
14632090,6970.17,3,2323.39,2024-09-11 23:57:55,53,0,👑 Champions
14693393,620.92,2,310.46,2024-08-12 21:32:30,83,3,💤 At-Risk Customers
14705462,2762.86,2,1381.43,2024-10-31 07:36:44,4,3,💤 At-Risk Customers
14839726,578.02,2,289.01,2024-01-30 00:32:25,279,1,🆕 New Customers
14940427,630.79,3,210.26333333333332,2024-09-09 08:59:24,56,3,💤 At-Risk Customers
14944819,1648.6200000000001,2,824.3100000000001,2023-12-23 17:06:45,317,1,🆕 New Customers
14974554,3072.15,2,1536.075,2023-09-14 16:10:25,417,2,💛 Loyal Customers
14991661,2720.32,2,1360.16,2024-07-19 09:22:31,108,2,💛 Loyal Customers
15043066,1849.3500000000001,1,1849.3500000000001,2023-04-07 10:39:15,577,2,💛 Loyal Customers
15066187,3436.7400000000002,3,1145.5800000000002,2024-08-30 16:40:12,66,0,👑 Champions
15144290,3567.69,3,1189.23,2024-08-31 19:27:35,65,0,👑 Champions
15345667,563.45,1,563.45,2024-02-10 14:36:00,268,1,🆕 New Customers
15391556,267.61,1,267.61,2023-05-31 10:11:04,523,1,🆕 New Customers
15417130,204.88,1,204.88,2024-02-10 08:25:16,268,1,🆕 New Customers
15484407,1952.8799999999999,3,650.9599999999999,2024-10-21 01:03:46,14,3,💤 At-Risk Customers
15487049,3470.99,2,1735.495,2024-07-10 06:45:25,117,2,💛 Loyal Customers
15529446,2879.88,2,1439.94,2023-07-29 09:53:46,464,2,💛 Loyal Customers
15534747,3720.56,2,1860.28,2023-09-15 23:42:07,415,2,💛 Loyal Customers
15568831,2527.89,2,1263.945,2023-08-26 07:00:27,436,2,💛 Loyal Customers
15599514,1329.51,1,1329.51,2023-06-26 11:26:10,497,1,🆕 New Customers
15631726,3071.09,3,1023.6966666666667,2024-09-17 19:02:43,48,0,👑 Champions
15661674,4185.45,2,2092.725,2023-04-30 16:32:38,554,2,💛 Loyal Customers
15661901,3058.38,2,1529.19,2024-10-21 09:29:41,14,2,💛 Loyal Customers
15733078,691.74,1,691.74,2024-09-20 01:43:32,45,3,💤 At-Risk Customers
15796277,972.69,1,972.69,2023-08-01 07:09:08,461,1,🆕 New Customers
15808945,4044.03,4,1011.0075,2024-10-24 01:21:49,11,0,👑 Champions
15830066,4174.99,4,1043.7475,2024-08-23 16:05:00,73,0,👑 Champions
15897933,877.43,1,877.43,2024-03-31 08:04:53,218,3,💤 At-Risk Customers
15931134,1246.6799999999998,2,623.3399999999999,2023-12-24 02:28:15,316,1,🆕 New Customers
16082651,1594.1,2,797.05,2024-07-10 08:10:58,117,3,💤 At-Risk Customers
16230299,296.94,1,296.94,2023-10-25 22:24:54,375,1,🆕 New Customers
16256136,3044.01,2,1522.005,2024-03-18 04:01:22,231,2,💛 Loyal Customers
16341776,728.73,1,728.73,2023-05-20 20:52:25,533,1,🆕 New Customers
16359370,1813.08,1,1813.08,2023-12-16 15:38:05,324,2,💛 Loyal Customers
16376189,489.09000000000003,1,489.09000000000003,2023-06-06 14:27:45,517,1,🆕 New Customers
16379942,3365.58,4,841.395,2024-04-22 07:45:06,196,0,👑 Champions
16400639,1256.23,2,628.115,2024-10-21 18:07:22,14,3,💤 At-Risk Customers
16410155,4529.08,3,1509.6933333333334,2024-08-22 15:55:25,74,0,👑 Champions
16420489,4407.54,5,881.508,2024-03-12 11:22:17,237,0,👑 Champions
16424635,3090.7300000000005,3,1030.2433333333336,2024-04-08 07:50:28,210,0,👑 Champions
16436359,1643.5600000000002,2,821.7800000000001,2024-07-24 23:07:04,102,3,💤 At-Risk Customers
16448993,2186.19,1,2186.19,2023-09-02 05:01:17,429,2,💛 Loyal Customers
16484167,84.2,1,84.2,2023-04-07 06:36:05,577,1,🆕 New Customers
16485871,127.16,1,127.16,2023-12-09 22:09:35,330,1,🆕 New Customers
16543242,5515.87,5,1103.174,2024-10-11 11:49:32,24,0,👑 Champions
16561710,5342.15,4,1335.5375,2024-06-02 13:04:55,155,0,👑 Champions
16617201,1323.6,1,1323.6,2024-05-10 09:01:56,178,2,💛 Loyal Customers
16640907,139.85999999999999,1,139.85999999999999,2023-04-10 20:32:03,573,1,🆕 New Customers
16780752,386.92,1,386.92,2023-09-13 16:06:06,418,1,🆕 New Customers
16785724,1959.8,3,653.2666666666667,2023-12-22 22:14:29,317,3,💤 At-Risk Customers
17106161,281.73,1,281.73,2023-03-28 08:47:18,587,1,🆕 New Customers
17132416,2414.6,2,1207.3,2023-07-19 05:19:43,474,1,🆕 New Customers
17159117,2687.85,2,1343.925,2023-11-15 21:59:17,354,2,💛 Loyal Customers
17201639,652.5,1,652.5,2023-09-25 11:13:00,406,1,🆕 New Customers
17287733,2135.91,2,1067.955,2024-05-06 02:04:58,182,3,💤 At-Risk Customers
17341194,2090.96,2,1045.48,2024-02-21 23:40:40,256,3,💤 At-Risk Customers
17390673,1478.1599999999999,2,739.0799999999999,2024-09-30 15:47:01,35,3,💤 At-Risk Customers
17392512,2731.32,1,2731.32,2024-09-30 12:51:20,35,2,💛 Loyal Customers
17521263,864.3,1,864.3,2023-12-18 12:09:20,322,1,🆕 New Customers
17597449,3516.45,5,703.29,2024-07-04 13:14:05,123,0,👑 Champions
17675915,326.06,1,326.06,2024-01-30 08:17:22,279,1,🆕 New Customers
17681645,2827.11,1,2827.11,2024-05-19 06:48:11,169,2,💛 Loyal Customers
17696094,354.52,1,354.52,2023-05-23 18:17:19,531,1,🆕 New Customers
17749347,3260.06,2,1630.03,2024-10-19 03:10:02,16,2,💛 Loyal Customers
17805991,7604.13,8,950.51625,2024-09-18 21:17:58,46,0,👑 Champions
17843667,101.28,1,101.28,2024-10-05 05:59:07,30,3,💤 At-Risk Customers
17929886,1284.35,2,642.175,2024-08-15 07:53:53,81,3,💤 At-Risk Customers
17939362,633.75,1,633.75,2023-09-20 01:05:39,411,1,🆕 New Customers
18035010,1698.5,2,849.25,2024-08-18 12:18:21,78,3,💤 At-Risk Customers
18082040,4260.79,3,1420.2633333333333,2024-05-29 02:36:15,159,0,👑 Champions
18113428,3572.7,4,893.175,2023-12-12 04:48:42,328,0,👑 Champions
18140588,1452.27,2,726.135,2024-01-05 02:05:57,304,1,🆕 New Customers
18170800,1774.96,1,1774.96,2023-05-23 03:28:54,531,2,💛 Loyal Customers
18199057,660.24,2,330.12,2024-10-24 13:19:46,11,3,💤 At-Risk Customers
18229949,688.14,1,688.14,2024-07-14 08:42:33,113,3,💤 At-Risk Customers
18256339,2807.34,3,935.7800000000001,2024-08-26 00:46:08,70,3,💤 At-Risk Customers
18259715,3521.5,4,880.375,2024-08-28 09:38:14,68,0,👑 Champions
18326028,537.24,1,537.24,2024-06-26 16:29:40,131,3,💤 At-Risk Customers
18394558,2757.94,2,1378.97,2024-08-01 19:15:33,95,2,💛 Loyal Customers
18465047,8239.17,4,2059.7925,2024-10-08 11:33:14,27,0,👑 Champions
18567760,2590.7200000000003,3,863.5733333333334,2024-08-23 04:13:36,73,3,💤 At-Risk Customers
18642306,4872.8,3,1624.2666666666667,2024-10-06 06:59:00,29,0,👑 Champions
18791381,6209.4,4,1552.35,2024-10-21 07:09:25,14,0,👑 Champions
18889370,1258.5500000000002,2,629.2750000000001,2023-10-03 11:53:27,398,1,🆕 New Customers
18935489,3037.88,3,1012.6266666666667,2023-12-14 20:23:20,326,2,💛 Loyal Customers
18940384,13.25,1,13.25,2024-05-27 19:41:13,161,3,💤 At-Risk Customers
18986315,46.62,1,46.62,2024-06-28 16:56:00,129,3,💤 At-Risk Customers
19067680,4374.07,3,1458.0233333333333,2024-01-27 12:28:20,282,0,👑 Champions
19080489,2242.87,2,1121.435,2024-04-10 14:07:17,208,3,💤 At-Risk Customers
19091057,1595.8400000000001,3,531.9466666666667,2024-04-15 19:33:23,203,3,💤 At-Risk Customers
19145354,1783.2,1,1783.2,2024-06-26 12:36:19,131,2,💛 Loyal Customers
19179897,122.10000000000001,1,122.10000000000001,2024-08-11 07:22:14,85,3,💤 At-Risk Customers
19180962,3783.09,5,756.618,2024-09-09 13:42:16,56,0,👑 Champions
19182548,3429.38,3,1143.1266666666668,2024-04-28 20:22:25,190,0,👑 Champions
19216141,2796.19,4,699.0475,2024-08-08 00:29:16,88,0,👑 Champions
19259955,2790.94,4,697.735,2024-01-20 19:50:24,289,0,👑 Champions
19275474,1575.31,2,787.655,2023-08-04 09:15:27,458,1,🆕 New Customers
19375332,2214.56,2,1107.28,2024-09-28 21:59:52,36,3,💤 At-Risk Customers
19393135,160.07,1,160.07,2024-06-11 00:39:02,146,3,💤 At-Risk Customers
19400174,831.1,1,831.1,2023-07-02 01:45:40,491,1,🆕 New Customers
19425804,2358.12,2,1179.06,2024-06-07 18:00:15,150,3,💤 At-Risk Customers
19482392,6164.050000000001,4,1541.0125000000003,2024-09-27 16:36:39,38,0,👑 Champions
19523014,1769.2,3,589.7333333333333,2024-10-24 02:47:13,11,3,💤 At-Risk Customers
19523856,695.82,1,695.82,2024-08-14 00:52:06,82,3,💤 At-Risk Customers
19556566,765.6600000000001,2,382.83000000000004,2024-05-31 20:17:20,157,3,💤 At-Risk Customers
19581959,1029.79,2,514.895,2023-11-27 04:56:51,343,1,🆕 New Customers
19682060,1469.17,3,489.72333333333336,2023-11-16 05:37:14,354,1,🆕 New Customers
19705695,715.72,1,715.72,2024-09-30 09:35:04,35,3,💤 At-Risk Customers
19741509,3426.57,4,856.6425,2024-08-07 20:09:41,89,0,👑 Champions
19771128,890.96,1,890.96,2023-06-21 08:14:44,502,1,🆕 New Customers
20122449,1571.34,1,1571.34,2024-07-10 22:57:25,116,2,💛 Loyal Customers
20148223,7858.639999999999,6,1309.7733333333333,2024-06-19 08:54:43,138,0,👑 Champions
20163931,4671.12,6,778.52,2024-09-08 23:49:45,56,0,👑 Champions
20209237,2723.0800000000004,2,1361.5400000000002,2023-11-24 07:41:32,346,2,💛 Loyal Customers
20238921,1972.39,4,493.0975,2023-12-30 06:17:00,310,3,💤 At-Risk Customers
20298398,8644.119999999999,5,1728.8239999999998,2024-08-09 11:51:55,87,0,👑 Champions
20310720,3652.32,2,1826.16,2024-06-09 14:49:20,148,2,💛 Loyal Customers
20314691,483.05,1,483.05,2024-08-15 21:12:38,80,3,💤 At-Risk Customers
20343501,622.81,1,622.81,2024-05-17 08:00:34,171,3,💤 At-Risk Customers
20360447,439.24,1,439.24,2023-08-04 03:52:55,458,1,🆕 New Customers
20469626,1061.7,1,1061.7,2024-04-13 18:07:18,205,3,💤 At-Risk Customers
20496835,1192.3600000000001,2,596.1800000000001,2023-12-23 00:58:59,317,1,🆕 New Customers
20517871,2731.32,1,2731.32,2023-04-09 01:52:19,575,2,💛 Loyal Customers
20625627,1273.54,2,636.77,2023-06-09 05:17:06,514,1,🆕 New Customers
20634789,3244.6800000000003,3,1081.5600000000002,2024-02-24 07:00:38,254,0,👑 Champions
20689141,851.5,2,425.75,2023-08-13 22:07:47,448,1,🆕 New Customers
20834589,5230.87,3,1743.6233333333332,2024-10-28 20:12:29,7,0,👑 Champions
20835909,671.68,1,671.68,2023-11-03 03:32:12,367,1,🆕 New Customers
20940403,2565.5299999999997,3,855.1766666666666,2024-01-24 23:43:14,284,3,💤 At-Risk Customers
20951294,22.04,1,22.04,2023-09-20 00:43:50,411,1,🆕 New Customers
20956158,7396.76,6,1232.7933333333333,2024-04-04 03:34:32,214,0,👑 Champions
21201299,3238.76,4,809.69,2024-05-15 13:00:17,173,0,👑 Champions
21270783,1249.9499999999998,1,1249.9499999999998,2024-07-21 22:37:39,105,3,💤 At-Risk Customers
21282544,4712.64,3,1570.88,2023-10-23 18:35:21,378,2,💛 Loyal Customers
21409946,2110.87,3,703.6233333333333,2024-10-04 21:08:49,30,3,💤 At-Risk Customers
21425168,2670.9300000000003,3,890.3100000000001,2023-09-02 19:12:26,429,1,🆕 New Customers
21432404,339.76,1,339.76,2023-09-14 17:01:41,417,1,🆕 New Customers
21456226,864.3,1,864.3,2023-04-25 21:30:46,558,1,🆕 New Customers
21461764,1871.9399999999998,4,467.98499999999996,2024-06-29 08:47:32,128,3,💤 At-Risk Customers
21481338,3294.48,2,1647.24,2024-10-13 13:46:50,22,2,💛 Loyal Customers
21573815,4078.75,5,815.75,2024-07-10 17:30:21,117,0,👑 Champions
21577948,1867.1,3,622.3666666666667,2023-06-12 11:03:12,511,1,🆕 New Customers
21597477,4704.63,4,1176.1575,2024-06-06 19:22:30,151,0,👑 Champions
21658322,2932.52,5,586.504,2024-02-10 07:50:22,268,0,👑 Champions
21677923,1881.23,3,627.0766666666667,2024-06-05 03:37:45,152,3,💤 At-Risk Customers
21697638,1415.02,4,353.755,2023-12-09 16:59:35,331,3,💤 At-Risk Customers
21701991,7437.17,7,1062.452857142857,2024-09-04 08:02:43,61,0,👑 Champions
21779155,1597.71,1,1597.71,2023-04-23 15:48:37,561,1,🆕 New Customers
21784094,906.54,1,906.54,2024-01-16 13:25:12,293,1,🆕 New Customers
21786873,1357.8,2,678.9,2024-07-03 07:25:02,124,3,💤 At-Risk Customers
21809858,1998.95,2,999.475,2024-10-29 08:25:53,6,3,💤 At-Risk Customers
21866852,598.51,2,299.255,2024-04-10 05:53:16,208,3,💤 At-Risk Customers
21948041,2712.16,3,904.0533333333333,2024-07-18 22:25:26,108,3,💤 At-Risk Customers
22020776,422.5,1,422.5,2024-09-26 16:46:47,39,3,💤 At-Risk Customers
22036818,2245.24,2,1122.62,2023-10-16 18:07:51,385,1,🆕 New Customers
22047134,2856.05,3,952.0166666666668,2024-09-12 05:20:17,53,3,💤 At-Risk Customers
22054087,3786.97,3,1262.3233333333333,2024-03-10 14:22:58,239,0,👑 Champions
22076522,1954.45,4,488.6125,2024-09-17 20:10:13,48,3,💤 At-Risk Customers
22077605,3732.18,2,1866.09,2024-03-07 08:59:56,242,2,💛 Loyal Customers
22081691,3263.34,3,1087.78,2024-06-03 00:23:01,154,0,👑 Champions
22112867,1501.3200000000002,3,500.44000000000005,2024-02-01 20:59:31,276,3,💤 At-Risk Customers
22133362,3364.1099999999997,2,1682.0549999999998,2024-08-11 00:35:08,85,2,💛 Loyal Customers
22161071,941.19,1,941.19,2023-09-07 07:49:52,424,1,🆕 New Customers
22210238,5683.200000000001,6,947.2000000000002,2024-05-17 08:01:08,171,0,👑 Champions
22227829,1582.6599999999999,2,791.3299999999999,2024-04-06 05:24:47,212,3,💤 At-Risk Customers
22293666,2091.6000000000004,2,1045.8000000000002,2024-07-18 08:01:45,109,3,💤 At-Risk Customers
22321208,5382.18,4,1345.545,2023-08-23 14:13:44,439,0,👑 Champions
22358567,3939.54,2,1969.77,2024-10-21 06:27:59,14,2,💛 Loyal Customers
22483684,2959.7400000000002,3,986.58,2024-10-22 15:15:22,13,0,👑 Champions
22524981,791.0999999999999,1,791.0999999999999,2023-12-20 08:27:35,320,1,🆕 New Customers
22571994,1892.52,1,1892.52,2023-03-16 14:07:42,599,2,💛 Loyal Customers
22613559,118.94999999999999,1,118.94999999999999,2023-07-24 15:36:05,469,1,🆕 New Customers
22694456,5803.74,5,1160.748,2024-10-10 09:25:22,25,0,👑 Champions
22738465,1578.63,3,526.21,2024-08-26 21:19:15,69,3,💤 At-Risk Customers
22800586,9237.24,4,2309.31,2024-03-06 18:58:23,243,0,👑 Champions
22822088,979.26,1,979.26,2024-10-28 00:27:04,7,3,💤 At-Risk Customers
22846435,820.9,1,820.9,2024-09-20 13:30:47,45,3,💤 At-Risk Customers
22851478,2325.1300000000006,2,1162.5650000000003,2024-01-06 15:42:03,303,2,💛 Loyal Customers
22915611,3523.43,3,1174.4766666666667,2023-05-28 08:20:29,526,2,💛 Loyal Customers
22931642,390.03,1,390.03,2023-08-08 22:18:41,453,1,🆕 New Customers
22974816,432.0,1,432.0,2023-09-22 18:45:02,409,1,🆕 New Customers
23081177,3490.65,2,1745.325,2024-04-13 19:32:29,205,2,💛 Loyal Customers
23098216,998.52,1,998.52,2024-09-27 18:32:00,38,3,💤 At-Risk Customers
23126356,683.22,3,227.74,2024-05-14 03:55:16,174,3,💤 At-Risk Customers
23126657,1763.79,2,881.895,2023-08-19 08:10:07,443,1,🆕 New Customers
23286884,805.44,2,402.72,2024-03-08 19:23:33,241,3,💤 At-Risk Customers
23348269,4033.4300000000003,5,806.686,2024-06-06 21:29:44,150,0,👑 Champions
23380116,882.11,3,294.0366666666667,2024-10-28 20:02:45,7,3,💤 At-Risk Customers
23448955,282.56,1,282.56,2024-01-13 11:09:16,296,1,🆕 New Customers
23567263,2776.95,1,2776.95,2024-08-05 23:53:45,90,2,💛 Loyal Customers
23676689,1335.54,3,445.18,2023-08-22 20:13:04,440,1,🆕 New Customers
23755474,864.0,1,864.0,2023-05-01 02:15:15,553,1,🆕 New Customers
23794330,2789.2200000000003,3,929.7400000000001,2024-06-11 06:16:15,146,3,💤 At-Risk Customers
23844919,2050.73,2,1025.365,2024-08-01 02:27:31,95,3,💤 At-Risk Customers
23961725,1112.7,1,1112.7,2023-12-13 09:25:07,327,1,🆕 New Customers
23976957,440.19,1,440.19,2024-05-04 16:33:12,184,3,💤 At-Risk Customers
23982977,2717.0,2,1358.5,2024-06-19 19:08:21,138,2,💛 Loyal Customers
23984022,3266.64,2,1633.32,2024-09-19 18:02:28,46,2,💛 Loyal Customers
23996221,1124.04,1,1124.04,2023-08-06 15:56:31,456,1,🆕 New Customers
24000329,836.96,1,836.96,2023-11-23 12:34:22,347,1,🆕 New Customers
24043135,2050.88,3,683.6266666666667,2024-07-28 05:10:33,99,3,💤 At-Risk Customers
24104630,3661.78,2,1830.89,2024-08-18 05:31:01,78,2,💛 Loyal Customers
24137201,4966.75,3,1655.5833333333333,2024-07-11 09:32:17,116,0,👑 Champions
24144240,5081.389999999999,5,1016.2779999999999,2024-07-23 18:36:20,104,0,👑 Champions
24153726,5326.97,3,1775.6566666666668,2024-05-30 22:57:11,157,0,👑 Champions
24308515,6533.429999999999,3,2177.81,2024-07-21 05:29:04,106,0,👑 Champions
24323106,2770.42,2,1385.21,2024-04-13 17:15:30,205,2,💛 Loyal Customers
24337950,3359.6900000000005,3,1119.8966666666668,2024-06-16 14:09:42,141,0,👑 Champions
24357425,4302.15,2,2151.075,2024-07-25 10:46:28,102,2,💛 Loyal Customers
24456825,2190.21,2,1095.105,2023-11-05 10:24:11,365,1,🆕 New Customers
24496983,2576.43,2,1288.215,2023-07-22 08:32:43,471,2,💛 Loyal Customers
24517523,2746.3500000000004,1,2746.3500000000004,2024-06-29 02:58:57,128,2,💛 Loyal Customers
24621386,3036.06,4,759.015,2024-06-29 17:28:37,128,0,👑 Champions
24633671,2068.9,2,1034.45,2024-03-02 04:01:30,247,3,💤 At-Risk Customers
24644542,2575.65,3,858.5500000000001,2024-08-03 00:58:53,93,3,💤 At-Risk Customers
24745800,1571.34,1,1571.34,2024-02-14 01:04:54,264,2,💛 Loyal Customers
24821281,3315.99,4,828.9975,2024-06-21 14:57:19,136,0,👑 Champions
24845814,1399.76,2,699.88,2023-11-29 07:16:18,341,1,🆕 New Customers
24896263,288.38,1,288.38,2023-12-03 23:53:09,336,1,🆕 New Customers
24988999,1380.16,1,1380.16,2023-03-21 20:07:38,594,1,🆕 New Customers
25081012,946.75,2,473.375,2023-08-26 23:42:03,435,1,🆕 New Customers
25128143,10533.39,7,1504.77,2024-01-27 20:17:17,282,0,👑 Champions
25221501,1208.54,2,604.27,2024-10-14 08:12:02,21,3,💤 At-Risk Customers
25287111,1728.66,1,1728.66,2024-04-19 04:03:27,199,2,💛 Loyal Customers
25294147,132.27,1,132.27,2024-01-19 22:51:15,289,1,🆕 New Customers
25447967,1202.76,1,1202.76,2024-01-06 20:16:18,303,1,🆕 New Customers
25526479,2776.95,1,2776.95,2023-04-11 06:16:55,573,2,💛 Loyal Customers
25585013,1306.49,3,435.49666666666667,2024-01-25 08:02:43,284,3,💤 At-Risk Customers
25587553,3583.2700000000004,3,1194.4233333333334,2024-02-20 10:15:11,258,0,👑 Champions
25595836,2929.2400000000002,2,1464.6200000000001,2024-09-10 11:19:07,55,2,💛 Loyal Customers
25641500,2977.4800000000005,3,992.4933333333335,2024-07-12 23:06:58,114,0,👑 Champions
25659794,738.74,1,738.74,2023-12-24 00:23:24,316,1,🆕 New Customers
25665997,129.14999999999998,1,129.14999999999998,2024-07-10 13:12:50,117,3,💤 At-Risk Customers
25706121,923.45,2,461.725,2023-07-07 02:14:55,486,1,🆕 New Customers
25713335,1294.63,2,647.315,2024-08-24 15:27:13,72,3,💤 At-Risk Customers
25722990,2791.37,4,697.8425,2024-10-21 23:54:41,13,0,👑 Champions
25770577,2197.63,3,732.5433333333334,2024-03-27 19:56:20,222,3,💤 At-Risk Customers
25795941,80.25,1,80.25,2023-09-13 23:26:44,417,1,🆕 New Customers
25829710,4667.41,4,1166.8525,2024-09-01 08:11:47,64,0,👑 Champions
25850478,79.3,1,79.3,2024-10-28 22:53:36,6,3,💤 At-Risk Customers
25915909,88.18,1,88.18,2024-08-05 21:29:11,90,3,💤 At-Risk Customers
25977417,2247.56,2,1123.78,2023-12-05 22:44:34,334,2,💛 Loyal Customers
26040510,3599.39,3,1199.7966666666666,2023-11-25 02:41:53,345,2,💛 Loyal Customers
26199489,1194.35,2,597.175,2023-06-16 08:24:00,507,1,🆕 New Customers
26227445,404.07,1,404.07,2024-04-25 14:58:42,193,3,💤 At-Risk Customers
26245432,2094.4,2,1047.2,2024-01-05 09:11:09,304,1,🆕 New Customers
26250082,697.53,1,697.53,2024-05-06 17:37:10,182,3,💤 At-Risk Customers
26285589,8418.36,7,1202.6228571428571,2024-09-23 05:09:07,42,0,👑 Champions
26303194,1857.3,4,464.325,2024-10-19 12:16:02,16,3,💤 At-Risk Customers
26364643,394.78,1,394.78,2024-09-29 09:42:08,36,3,💤 At-Risk Customers
26412689,386.92,1,386.92,2024-09-17 05:59:27,48,3,💤 At-Risk Customers
26432512,2215.38,1,2215.38,2023-06-27 23:33:21,495,2,💛 Loyal Customers
26521850,2283.26,2,1141.63,2024-08-28 21:17:15,67,3,💤 At-Risk Customers
26592009,1656.6000000000001,1,1656.6000000000001,2024-06-23 10:53:47,134,2,💛 Loyal Customers
26716400,728.3000000000001,2,364.15000000000003,2024-09-02 07:38:33,63,3,💤 At-Risk Customers
26752630,1222.37,3,407.45666666666665,2023-12-16 14:27:59,324,1,🆕 New Customers
26805477,836.96,1,836.96,2024-05-04 09:02:25,184,3,💤 At-Risk Customers
26844216,4831.98,5,966.396,2024-09-12 04:06:44,53,0,👑 Champions
26863280,1651.1799999999998,2,825.5899999999999,2024-08-03 11:28:53,93,3,💤 At-Risk Customers
26903313,1159.8899999999999,2,579.9449999999999,2024-05-25 03:48:02,163,3,💤 At-Risk Customers
26912171,2087.06,2,1043.53,2024-08-15 15:53:16,81,3,💤 At-Risk Customers
26935187,3263.45,2,1631.725,2023-07-24 21:59:43,468,2,💛 Loyal Customers
26936578,192.18,1,192.18,2023-07-25 12:36:42,468,1,🆕 New Customers
27049432,2674.5,2,1337.25,2023-12-15 18:31:13,325,2,💛 Loyal Customers
27304727,2794.83,1,2794.83,2023-11-07 10:46:13,363,2,💛 Loyal Customers
27304827,2739.86,3,913.2866666666667,2024-06-16 17:23:11,141,3,💤 At-Risk Customers
27336589,4294.32,3,1431.4399999999998,2024-07-05 22:01:58,121,0,👑 Champions
27381533,1395.06,1,1395.06,2023-10-06 18:00:56,395,2,💛 Loyal Customers
27416314,951.43,1,951.43,2023-04-21 18:23:42,563,1,🆕 New Customers
27504517,2552.67,3,850.89,2024-05-22 03:16:45,166,3,💤 At-Risk Customers
27513158,2792.26,3,930.7533333333334,2024-01-02 11:25:38,307,3,💤 At-Risk Customers
27604184,1939.79,5,387.95799999999997,2024-08-12 19:26:07,84,0,👑 Champions
27620326,1360.3600000000001,2,680.1800000000001,2024-01-29 08:59:28,280,1,🆕 New Customers
27692428,295.3,2,147.65,2024-10-11 02:10:11,24,3,💤 At-Risk Customers
27694927,181.12,1,181.12,2023-11-15 18:55:20,355,1,🆕 New Customers
27698051,2772.7799999999997,4,693.1949999999999,2024-10-20 09:52:38,15,0,👑 Champions
27709218,6703.75,4,1675.9375,2024-08-22 06:10:47,74,0,👑 Champions
27727819,1524.96,2,762.48,2023-09-16 20:38:34,414,1,🆕 New Customers
27746432,1061.7,1,1061.7,2023-08-13 01:31:00,449,1,🆕 New Customers
27824078,801.84,1,801.84,2024-06-27 18:06:56,130,3,💤 At-Risk Customers
27878182,1105.18,2,552.59,2024-10-25 07:48:29,10,3,💤 At-Risk Customers
27955158,509.64,1,509.64,2023-04-23 23:54:06,560,1,🆕 New Customers
27971619,1054.07,2,527.035,2024-05-27 03:37:21,161,3,💤 At-Risk Customers
28111842,715.99,2,357.995,2024-06-13 03:42:15,144,3,💤 At-Risk Customers
28173165,197.39,1,197.39,2023-04-19 19:07:09,565,1,🆕 New Customers
28205701,2638.74,2,1319.37,2024-07-29 18:08:33,98,2,💛 Loyal Customers
28221067,2360.55,1,2360.55,2024-04-11 11:04:11,207,2,💛 Loyal Customers
28277304,712.86,1,712.86,2024-08-22 19:41:10,74,3,💤 At-Risk Customers
28280172,1232.9,1,1232.9,2024-09-21 00:07:16,44,3,💤 At-Risk Customers
28286754,1132.0900000000001,3,377.3633333333334,2024-04-19 08:01:53,199,3,💤 At-Risk Customers
